Time,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Orient_X,Orient_Y,Orient_Z,Pressure,Latitude,Longitude,Altitude,Speed
2025-02-25 11:04:43.416,-0.41635114,4.017549,9.779466,-0.23930627,-0.018936807,-0.32627815,-18.825,4.0875,-39.131252,0.10722176,0.13151075,0.6772322,0.0,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.436,-0.22253251,4.345366,10.246066,-0.18066326,-0.023212861,-0.19982915,-18.65625,4.275,-39.768753,0.11099973,0.13329147,0.67491174,0.0,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.456,-0.18903299,4.438686,9.982856,-0.13668099,-0.17043127,-0.11308634,-18.243752,4.5,-40.275,0.11477224,0.13435769,0.673694,0.0,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.476,0.4235296,4.2855453,10.1599245,-0.14950916,-0.19792019,-0.057497647,-18.225,5.0437503,-39.84375,0.11984245,0.13338064,0.6729965,1008.2316,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.496,0.51206404,4.0295134,10.191031,-0.15134175,-0.0537561,-0.04894554,-18.431252,5.0625,-39.112503,0.12414739,0.13005598,0.67300344,1008.2316,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.517,0.10289137,3.6490545,10.389636,-0.10980295,0.07208204,-0.02451095,-18.6,5.34375,-38.49375,0.12553693,0.1267225,0.6732882,1008.24554,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.536,-0.21535404,3.4600215,10.267602,0.01970039,0.05497783,0.012751802,-19.06875,5.5687504,-37.631252,0.12476179,0.12556694,0.6735241,1008.24554,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.556,-0.49052864,3.3714871,9.80818,0.17608178,-0.15027274,0.1392008,-19.612501,5.3625,-37.518753,0.12367914,0.1258043,0.6738909,1008.25726,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.576,0.30149564,3.385844,9.195618,0.2554942,-0.25656322,0.20211989,-19.575,5.7937503,-37.95,0.12582597,0.12553218,0.674571,1008.25726,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.596,0.4881358,3.4504502,8.743374,0.25732678,-0.17348559,0.19112432,-19.800001,5.925,-37.93125,0.13057432,0.12411047,0.6755303,1008.2609,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.616,0.15074782,3.4887354,8.30788,0.17791437,-0.034208428,0.23388486,-19.743752,6.0,-38.175003,0.13442545,0.12409304,0.6766316,1008.2609,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.636,0.148355,3.5150564,8.506484,0.16386448,-0.126449,0.31207556,-19.800001,5.775,-38.0625,0.13691328,0.12477435,0.678101,1008.2597,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.656,0.701097,3.8093736,8.269595,0.16142102,-0.15515965,0.33223408,-20.081251,5.2875004,-37.612503,0.14025134,0.12452223,0.67992026,1008.2597,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.676,0.5240282,4.2161536,8.109276,0.081397735,-0.039095346,0.3285689,-20.23125,5.11875,-38.081253,0.14448775,0.12428551,0.6818629,1008.2636,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.696,0.43070808,4.7880383,8.32463,-0.08353576,-0.13316852,0.25526512,-20.34375,4.89375,-38.25,0.1479686,0.12441705,0.6838373,1008.2636,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.716,1.3878372,4.2568316,9.071191,-0.19226968,0.045203995,0.04818196,-20.34375,4.78125,-38.325,0.15141468,0.12267587,0.6854688,1008.25995,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.736,0.038285162,3.9290147,9.188439,-0.21853687,0.37079492,-0.08009964,-19.85625,4.9500003,-38.68125,0.15035966,0.122250125,0.68595517,1008.25995,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.756,-0.45702913,3.6586258,9.504292,-0.16111559,0.31093016,-0.06360629,-19.800001,4.8187504,-38.04375,0.14556131,0.12463141,0.6860545,1008.27045,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.776,-0.08853444,3.414558,9.209974,-0.027336199,-0.08491021,-0.10331251,-19.800001,5.025,-37.6875,0.14272845,0.12548184,0.6857572,1008.27045,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.796,-0.10289137,3.3092737,8.573483,-0.060322896,-0.19181155,-0.042226028,-19.706251,5.30625,-37.18125,0.14257942,0.124709584,0.6849506,1008.2746,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.818,0.014356935,3.2231321,9.336794,-0.07315106,-0.06352994,0.20028728,-20.00625,5.30625,-37.0125,0.14221397,0.12286338,0.6850879,1008.2746,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.836,1.0983056,3.6801612,9.367901,-0.026725333,-0.2083049,0.3004691,-20.00625,5.45625,-37.3125,0.1425716,0.12116572,0.6867496,1008.2756,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.857,1.7036897,4.395615,8.853444,0.0056504994,-0.3329213,0.18379395,-19.96875,5.5875,-37.537502,0.14661787,0.11775551,0.68834287,1008.2756,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.877,1.442872,4.0701914,8.080562,-0.13362667,-0.1301142,0.07933606,-19.95,5.7375,-37.875,0.15083905,0.115261525,0.6890867,1008.28656,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.896,0.81595254,4.4578285,8.370093,-0.19165882,-0.12034036,0.0457385,-20.15625,5.8875003,-37.95,0.15142797,0.11483216,0.6892192,1008.28656,37.88776356,127.73758734,174.05291748046875,0.0
2025-02-25 11:04:43.916,0.52163535,3.76391,9.671789,-0.16172644,0.034208428,-0.07276927,-20.268751,6.0375004,-37.95,0.15098837,0.113087155,0.6895627,1008.2941,37.88776356,127.73758734,174.05291748046875,0.0
