timestamp,TJ-00CB-0000048A-0000,TJ-00CB-0000047F-0000,TJ-00CB-0000047B-0000,TJ-00CB-00000480-0000,TJ-00CB-00000482-0000,TJ-00CB-00000477-0000,TJ-00CB-00000486-0000,TJ-00CB-00000488-0000,TJ-00CB-0000047D-0000,TJ-00CB-00000483-0000,TJ-00CB-00000481-0000
1763545175236,-75,-79,-70,-73,-79,-64,-71,-100,-79,-66,-89
1763545175261,-75,-79,-70,-73,-79,-64,-71,-100,-79,-66,-89
1763545175287,-75,-79,-70,-73,-79,-64,-71,-100,-79,-66,-89
1763545175312,-75,-79,-70,-73,-79,-64,-71,-100,-79,-66,-89
1763545175338,-75,-79,-70,-73,-79,-64,-71,-100,-79,-66,-89
1763545175363,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175388,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175413,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175438,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175463,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175489,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175514,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175539,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175565,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175590,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175616,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175641,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175667,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175692,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175718,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175743,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175768,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175794,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175819,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175844,-76,-79,-71,-72,-79,-62,-69,-90,-78,-66,-89
1763545175869,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545175895,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545175920,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545175945,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545175970,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545175995,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176020,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176045,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176070,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176095,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176120,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176145,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176170,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176195,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176221,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176246,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176271,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176297,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176322,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176347,-76,-80,-77,-73,-83,-62,-67,-86,-78,-65,-100
1763545176373,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176399,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176425,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176450,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176475,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176500,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176525,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176550,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176575,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176600,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176625,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176650,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176675,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176701,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176726,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176751,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176776,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176801,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176827,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176854,-77,-75,-79,-74,-83,-60,-69,-84,-77,-66,-100
1763545176878,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545176903,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545176928,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545176953,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545176978,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177003,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177029,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177054,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177079,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177104,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177129,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177154,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177179,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177204,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177230,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177255,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177280,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177305,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177330,-78,-72,-81,-78,-100,-59,-71,-83,-75,-70,-100
1763545177356,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177381,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177406,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177431,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177456,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177481,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177507,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177531,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177556,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177581,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177606,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177633,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177658,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177684,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177710,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177735,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177760,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177785,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177811,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177835,-79,-71,-81,-81,-100,-58,-75,-79,-74,-71,-100
1763545177860,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545177885,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545177910,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545177935,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545177961,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545177986,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178012,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178037,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178062,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178088,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178113,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178138,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178163,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178188,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178213,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178238,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178263,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178288,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178313,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178338,-100,-76,-82,-85,-100,-57,-79,-76,-75,-73,-91
1763545178363,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178388,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178413,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178438,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178464,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178489,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178515,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178539,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178564,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178589,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178614,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178639,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178664,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178689,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178714,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178739,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178765,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178791,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178816,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178842,-85,-74,-82,-85,-100,-60,-82,-82,-77,-77,-91
1763545178867,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545178892,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545178917,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545178942,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545178967,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545178993,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179018,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179043,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179068,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179093,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179118,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179144,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179170,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179196,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179221,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179246,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179271,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179298,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179323,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179348,-84,-73,-82,-87,-100,-63,-81,-82,-77,-77,-100
1763545179373,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179398,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179424,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179449,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179475,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179500,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179525,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179550,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179576,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179601,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179626,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179651,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179676,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179701,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179728,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179753,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179779,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179804,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179829,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179855,-86,-71,-85,-87,-100,-62,-82,-82,-77,-77,-81
1763545179881,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545179906,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545179931,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545179956,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545179982,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180007,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180033,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180058,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180083,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180108,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180133,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180159,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180185,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180210,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180236,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180261,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180286,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180312,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180337,-87,-65,-85,-87,-100,-61,-84,-84,-77,-78,-83
1763545180362,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180387,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180412,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180437,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180462,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180487,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180512,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180537,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180562,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180588,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180613,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180638,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180663,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180689,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180714,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180740,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180765,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180790,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180815,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180840,-87,-65,-84,-100,-100,-62,-84,-85,-76,-78,-84
1763545180865,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545180890,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545180916,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545180941,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545180967,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545180993,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181019,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181044,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181069,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181094,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181119,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181144,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181169,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181194,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181219,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181244,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181270,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181297,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181322,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181347,-89,-67,-85,-100,-100,-65,-84,-82,-74,-80,-83
1763545181372,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181397,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181422,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181447,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181472,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181497,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181523,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181549,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181574,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181599,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181624,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181650,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181675,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181701,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181726,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181752,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181777,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181802,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181827,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181852,-100,-70,-100,-100,-100,-67,-86,-81,-71,-80,-82
1763545181878,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545181903,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545181930,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545181955,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545181980,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182005,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182030,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182055,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182080,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182105,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182130,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182155,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182181,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182206,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182232,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182257,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182283,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182308,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182334,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182359,-100,-70,-100,-100,-100,-71,-87,-79,-68,-81,-80
1763545182385,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182410,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182435,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182460,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182485,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182510,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182535,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182560,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182585,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182610,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182636,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182660,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182685,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182711,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182737,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182761,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182788,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182814,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182838,-100,-70,-100,-100,-100,-73,-87,-77,-64,-80,-79
1763545182864,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545182889,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545182915,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545182941,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545182966,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545182991,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183017,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183042,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183067,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183092,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183117,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183142,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183167,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183192,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183217,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183242,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183267,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183293,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183319,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183344,-100,-67,-100,-85,-100,-74,-100,-77,-63,-78,-80
1763545183369,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183395,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183420,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183450,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183475,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183500,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183525,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183550,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183575,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183600,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183625,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183650,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183676,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183701,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183726,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183751,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183776,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183801,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183826,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183852,-100,-63,-100,-85,-100,-76,-92,-75,-63,-79,-80
1763545183877,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545183902,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545183927,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545183952,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545183977,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545184002,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545184027,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545184052,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545184077,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545184102,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545184127,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
1763545184152,-100,-63,-100,-85,-100,-75,-92,-75,-65,-80,-79
