timestamp,pressure,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mag_bias_x,mag_bias_y,mag_bias_z,game_x,game_y,game_z,game_w,rot_x,rot_y,rot_z,rot_w,rot_accuracy,step
1763545166867,1009.76385,0.14057833,4.532604,7.673184,0.10499238,-0.04214967,0.033444848,34.2,3.3000002,9.975,46.950733,0.3361091,49.741684,0.16988446,0.16676009,0.69247836,0.6810316,0.22889303,-0.063162945,-0.24186704,0.9408075,-1.0,0
1763545166892,1009.7553,0.33080772,4.7455654,7.967501,-0.082543105,0.066736974,0.0042760535,34.425003,2.8500001,7.8,46.950733,0.3361091,49.741684,0.16935517,0.16702309,0.6926171,0.68095785,0.22949989,-0.06251153,-0.24078259,0.9409813,-1.0,0
1763545166917,1009.75165,-0.059820566,4.5296135,9.379267,-0.12163845,0.11575887,-0.029932374,34.0125,1.44375,6.6937504,46.950733,0.3361091,49.741684,0.16677184,0.16685711,0.6930142,0.6812321,0.22810961,-0.06016769,-0.24002086,0.94166654,-1.0,0
1763545166942,1009.75165,-0.16211374,4.5038905,9.246465,-0.008170316,0.006872229,-0.0,33.525,2.8500001,9.918751,46.950733,0.3361091,49.741684,0.16652472,0.16668177,0.69306666,0.6812821,0.22777589,-0.06026148,-0.2409434,0.9415057,-1.0,0
1763545166967,1009.75555,-0.04426722,4.566702,8.6961155,0.059941106,-0.053145237,0.027947064,34.350002,4.0687504,9.6,46.950733,0.3361091,49.741684,0.16682926,0.16666271,0.6930932,0.6811853,0.22785759,-0.060740247,-0.24169683,0.941262,-1.0,0
1763545166992,1009.75555,0.17527425,4.685745,8.425129,0.0020616686,-0.03604102,0.019394957,37.706253,3.6937501,6.3375,46.950733,0.3361091,49.741684,0.16705412,0.16658147,0.69310886,0.68113405,0.22790754,-0.060947698,-0.24152972,0.9412794,-1.0,0
1763545167017,1009.75555,0.09990034,4.5242295,9.32124,-0.065286174,0.00076358096,-0.013591741,33.99375,3.6562502,9.0375,46.950733,0.3361091,49.741684,0.16668357,0.1658893,0.6931378,0.6813643,0.22716832,-0.06080479,-0.24101138,0.94160014,-1.0,0
1763545167042,1009.7636,0.18005991,4.482953,9.389436,0.013515383,-0.026572619,-0.0070249448,33.91875,3.16875,7.3875003,46.950733,0.3361091,49.741684,0.16677013,0.16554223,0.6931224,0.6814432,0.2268871,-0.061145365,-0.24146669,0.9415293,-1.0,0
1763545167067,1009.7636,0.17527425,4.4895334,9.110074,0.056734066,0.014355322,-0.004581486,33.112503,3.80625,10.200001,46.950733,0.3361091,49.741684,0.16675456,0.16565226,0.69318247,0.6813591,0.22697389,-0.06107876,-0.24137242,0.94153684,-1.0,0
1763545167092,1009.77167,-0.11964113,4.6486564,8.551949,0.055665053,0.032070402,-0.008704823,34.706253,3.4875002,7.89375,46.950733,0.3361091,49.741684,0.16690546,0.16680712,0.6930612,0.68116385,0.22801681,-0.060748488,-0.24175517,0.94120795,-1.0,0
1763545167118,1009.76654,-0.033499517,4.670192,8.483154,0.035964664,-0.051618073,-0.010537418,35.9625,3.1312501,7.1625004,46.950733,0.3361091,49.741684,0.16755453,0.16704403,0.69272476,0.6812886,0.22854544,-0.061198104,-0.2420601,0.9409722,-1.0,0
1763545167143,1009.76654,0.0047856453,4.598407,8.800203,-0.0080176005,-0.061544627,-0.006872229,37.48125,3.3000002,6.2250004,46.950733,0.3361091,49.741684,0.16798905,0.16692184,0.69254696,0.6813924,0.2286587,-0.06163124,-0.24222231,0.9408747,-1.0,0
