timestamp,TJ-00CB-0000047D-0000,TJ-00CB-0000047F-0000,TJ-00CB-0000048A-0000,TJ-00CB-00000480-0000,TJ-00CB-00000482-0000,TJ-00CB-00000477-0000,TJ-00CB-00000483-0000,TJ-00CB-00000481-0000,TJ-00CB-00000486-0000,TJ-00CB-0000047B-0000,TJ-00CB-00000488-0000
1763545263284,-74,-67,-100,-100,-100,-80,-83,-68,-100,-100,-59
1763545263309,-74,-67,-100,-100,-100,-80,-83,-68,-100,-100,-59
1763545263334,-74,-67,-100,-100,-100,-80,-83,-68,-100,-100,-59
1763545263360,-74,-67,-100,-100,-100,-80,-83,-68,-100,-100,-59
1763545263385,-74,-67,-100,-100,-100,-80,-83,-68,-100,-100,-59
1763545263410,-74,-67,-100,-100,-100,-80,-83,-68,-100,-100,-59
1763545263435,-74,-67,-100,-100,-100,-80,-83,-68,-100,-100,-59
1763545263460,-74,-67,-100,-100,-100,-80,-83,-68,-100,-100,-59
1763545263485,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263511,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263537,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263562,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263587,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263613,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263638,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263663,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263689,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263714,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263739,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263764,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263789,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263815,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263840,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263865,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263890,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263916,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263941,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263966,-74,-67,-100,-100,-100,-81,-79,-69,-100,-100,-62
1763545263992,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264018,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264043,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264068,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264093,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264118,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264143,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264168,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264194,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264219,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264244,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264269,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264294,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264319,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264344,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264369,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264394,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264419,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264444,-77,-65,-100,-100,-100,-81,-79,-71,-100,-100,-63
1763545264469,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264495,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264520,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264545,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264570,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264596,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264622,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264648,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264673,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264698,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264723,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264748,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264773,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264799,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264824,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264850,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264875,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264901,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264927,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264952,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545264977,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265002,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265027,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265052,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265077,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265102,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265127,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265152,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265177,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265202,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265228,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265254,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265279,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265304,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265329,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265354,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265379,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265405,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265431,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265457,-74,-65,-100,-100,-100,-73,-100,-75,-100,-100,-64
1763545265483,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265508,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265533,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265559,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265585,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265609,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265634,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265659,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265684,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265709,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265734,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265759,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265785,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265810,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265835,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265860,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265886,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265911,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265936,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265962,-70,-66,-100,-100,-100,-73,-79,-74,-100,-100,-65
1763545265987,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266012,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266037,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266062,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266088,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266113,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266138,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266164,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266189,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266214,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266239,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266264,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266289,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266314,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266339,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266364,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266389,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266414,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266439,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266465,-70,-65,-100,-100,-100,-73,-76,-73,-100,-100,-66
1763545266490,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266515,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266540,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266565,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266590,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266616,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266642,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266667,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266692,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266717,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266742,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266767,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266792,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266817,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266843,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266868,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266894,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266920,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266945,-70,-66,-100,-100,-100,-74,-76,-74,-100,-100,-68
1763545266970,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545266995,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267020,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267045,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267070,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267096,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267121,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267146,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267171,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267196,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267222,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267247,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267272,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267298,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267322,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267348,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267373,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267398,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267424,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267450,-69,-65,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267475,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267500,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267525,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267550,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267575,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267600,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267625,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267650,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267675,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267703,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267728,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267753,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267779,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267804,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267830,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267855,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267880,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267905,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267930,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267955,-69,-62,-100,-100,-100,-75,-100,-76,-100,-100,-67
1763545267980,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268005,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268030,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268055,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268082,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268107,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268132,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268157,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268182,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268207,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268232,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268257,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268282,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268308,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268334,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268359,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268384,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268409,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268434,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268460,-68,-59,-100,-100,-100,-76,-78,-76,-100,-100,-66
1763545268485,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268510,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268535,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268560,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268585,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268610,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268636,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268661,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268686,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268711,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268736,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268761,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268786,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268811,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268837,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268862,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268887,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268912,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268937,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268962,-67,-57,-100,-100,-100,-78,-76,-76,-100,-100,-67
1763545268987,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269013,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269038,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269064,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269089,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269114,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269140,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269165,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269190,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269215,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269240,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269266,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269291,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269317,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269342,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269367,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269392,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269417,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269442,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269467,-63,-59,-100,-100,-100,-79,-74,-78,-100,-100,-70
1763545269492,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269517,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269542,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269568,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269593,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269618,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269643,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269668,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269694,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269719,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269744,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269769,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269795,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269819,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269844,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269869,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269894,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269919,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269944,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269969,-64,-58,-100,-100,-100,-76,-73,-76,-100,-100,-71
1763545269995,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270020,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270045,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270071,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270097,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270123,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270147,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270173,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270198,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270223,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270248,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270273,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270298,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270324,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270349,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270374,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270400,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270425,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270450,-64,-56,-100,-100,-100,-73,-74,-75,-100,-100,-73
1763545270475,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270500,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270525,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270550,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270576,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270601,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270627,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270652,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270677,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270702,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270728,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270753,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270778,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270803,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270828,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270853,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270878,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270903,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270929,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270954,-62,-55,-100,-100,-100,-73,-76,-76,-100,-100,-70
1763545270980,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271004,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271029,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271054,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271079,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271105,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271130,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271156,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271182,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271206,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271231,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271256,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271281,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271307,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271332,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271357,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271382,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271407,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271432,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271457,-62,-56,-100,-100,-100,-72,-75,-76,-100,-100,-69
1763545271482,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271507,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271532,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271557,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271583,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271609,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271633,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271658,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271683,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271708,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271734,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271759,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271784,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271809,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271834,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271860,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271886,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271911,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271937,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271962,-63,-58,-100,-100,-100,-71,-74,-77,-100,-100,-71
1763545271987,-63,-56,-100,-100,-100,-72,-74,-78,-100,-100,-74
1763545272012,-63,-56,-100,-100,-100,-72,-74,-78,-100,-100,-74
1763545272038,-63,-56,-100,-100,-100,-72,-74,-78,-100,-100,-74
1763545272063,-63,-56,-100,-100,-100,-72,-74,-78,-100,-100,-74
1763545272088,-63,-56,-100,-100,-100,-72,-74,-78,-100,-100,-74
1763545272113,-63,-56,-100,-100,-100,-72,-74,-78,-100,-100,-74
1763545272138,-63,-56,-100,-100,-100,-72,-74,-78,-100,-100,-74
1763545272163,-63,-56,-100,-100,-100,-72,-74,-78,-100,-100,-74
1763545272188,-63,-56,-100,-100,-100,-72,-74,-78,-100,-100,-74
