timestamp,pressure,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mag_bias_x,mag_bias_y,mag_bias_z,game_x,game_y,game_z,game_w,rot_x,rot_y,rot_z,rot_w,rot_accuracy,step
1763545337001,1009.85004,-0.41515473,2.070988,9.513863,0.010308343,0.024969097,-0.019471316,57.881252,-39.75,18.28125,46.950733,0.3361091,49.741684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1763545337026,1009.8664,-0.72741807,2.1433709,9.586246,0.0012980876,0.032452192,-0.026648976,58.48125,-39.693752,18.525002,46.950733,0.3361091,49.741684,0.049481537,0.100977615,0.7331141,0.67074496,-0.014787674,0.11147298,0.9819774,0.15190634,-1.0,0
1763545337051,1009.8664,-0.7938189,2.1732812,9.85484,-0.012293654,-0.046654798,-0.016416991,58.893753,-39.9,17.71875,46.950733,0.3361091,49.741684,0.048956126,0.10142521,0.7327928,0.67106706,-0.015489225,0.111552045,0.98191047,0.1522105,-1.0,0
1763545337076,1009.87274,-0.74596244,2.1924238,9.804591,0.0112246405,-0.07032581,-0.0009926553,57.581253,-38.925003,19.650002,46.950733,0.3361091,49.741684,0.049032282,0.10120537,0.73265344,0.6712468,-0.015340628,0.11140627,0.98194426,0.15211418,-1.0,0
1763545337101,1009.87885,-0.65682983,2.1589243,9.540782,0.021762058,-0.023747368,0.009850195,59.41875,-37.987503,18.16875,46.950733,0.3361091,49.741684,0.049760256,0.10114001,0.7325973,0.67126435,-0.014733748,0.111751065,0.98195505,0.15185149,-1.0,0
1763545337127,1009.87885,-0.5072784,2.094318,9.588638,0.022525638,0.029245151,0.0037415468,59.5125,-36.73125,18.54375,46.950733,0.3361091,49.741684,0.04990928,0.10125182,0.73266804,0.6711592,-0.014675221,0.11192635,0.9819602,0.15169504,-1.0,0
1763545337152,1009.8764,-0.57427746,2.1080768,9.527621,0.019929463,0.03642281,0.00083993905,58.050003,-38.86875,18.525002,46.950733,0.3361091,49.741684,0.049975507,0.10141314,0.7327078,0.6710865,-0.014697149,0.112098925,0.981936,0.15172215,-1.0,0
1763545337177,1009.8676,-0.552742,2.1098714,9.490533,-0.0020616686,0.028176138,-0.0045051277,59.325,-39.0,19.78125,46.950733,0.3361091,49.741684,0.049777135,0.10182224,0.73271817,0.67102796,-0.015072622,0.11233142,0.9818897,0.15181245,-1.0,0
1763545337202,1009.8676,-0.59282184,2.1098714,9.6275215,-0.022525638,-0.0054214248,-0.01244637,60.562504,-38.9625,16.725,46.950733,0.3361091,49.741684,0.049723603,0.101556465,0.7326676,0.67112744,-0.014959948,0.1120819,0.9818896,0.15200888,-1.0,0
1763545337227,1009.86346,-0.59581286,2.1744776,9.775279,0.0072540194,0.045280352,-0.010461059,58.406254,-38.5875,18.46875,46.950733,0.3361091,49.741684,0.049615357,0.10136213,0.73261553,0.6712217,-0.014942137,0.11186017,0.9818984,0.15211692,-1.0,0
1763545337253,1009.86346,-0.6903293,2.1732812,9.785448,0.028787002,0.066507906,-0.009086614,57.300003,-39.693752,18.806252,46.950733,0.3361091,49.741684,0.049123686,0.10231648,0.73251444,0.67122334,-0.015875285,0.11238226,0.98180807,0.15222077,-1.0,0
1763545337278,1009.8945,-0.7639086,2.2265215,9.807582,0.040698867,0.045433067,0.015653409,59.4,-39.46875,18.5625,46.950733,0.3361091,49.741684,0.048983563,0.10304422,0.7325781,0.67105275,-0.016442304,0.11290328,0.9818293,0.15163672,-1.0,0
