timestamp,pressure,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,mag_bias_x,mag_bias_y,mag_bias_z,game_x,game_y,game_z,game_w,rot_x,rot_y,rot_z,rot_w,rot_accuracy,step
1763545244980,1009.8166,-0.20877378,2.5866413,9.601201,-0.14454588,-0.08735366,0.03138318,101.71876,-0.6,24.581251,46.950733,0.3361091,49.741684,0.0778931,0.11136078,0.745378,0.65264314,0.09158955,0.100398764,0.6550943,0.7432246,-1.0,0
1763545245005,1009.81366,-0.061615184,2.5489542,9.783055,-0.10881029,-0.042760536,0.018707734,102.76875,-0.4875,24.0,46.950733,0.3361091,49.741684,0.07749291,0.1104109,0.7455601,0.65264416,0.091059476,0.09951831,0.6553559,0.7431776,-1.0,0
1763545245030,1009.81366,-0.078963146,2.5555346,9.757333,-0.012904518,0.0013744457,-0.022220206,101.381256,-1.63125,24.056252,46.950733,0.3361091,49.741684,0.0773572,0.10970825,0.7455932,0.65274096,0.090822585,0.09884988,0.6554656,0.74319905,-1.0,0
1763545245055,1009.8105,-0.23090738,2.6315067,9.636495,0.033063058,0.008093959,-0.027107125,99.95625,0.1875,26.250002,46.950733,0.3361091,49.741684,0.07751506,0.10945639,0.74546003,0.65291655,0.09093461,0.09859097,0.65540236,0.74327546,-1.0,0
1763545245080,1009.8105,-0.36311084,2.6374888,9.508479,0.057192214,0.0151189035,-0.02008218,103.31251,0.675,23.868752,46.950733,0.3361091,49.741684,0.077965766,0.110351585,0.745102,0.65312093,0.091486305,0.09943033,0.65509784,0.74336445,-1.0,0
1763545245105,1009.8066,-0.360718,2.6374888,9.456435,0.021456625,-0.01527162,-0.0080176005,102.05625,0.41250002,25.725,46.950733,0.3361091,49.741684,0.078208394,0.11064128,0.7449688,0.65319484,0.0917648,0.09968582,0.6549511,0.7434252,-1.0,0
1763545245130,1009.8095,-0.2434697,2.6668007,9.445069,-0.01886045,-0.008093959,-0.019165883,102.037506,0.41250002,26.343752,46.950733,0.3361091,49.741684,0.07819492,0.11069377,0.7448683,0.6533022,0.09176181,0.09973628,0.65481055,0.7435426,-1.0,0
1763545245155,1009.8095,-0.24466611,2.6662025,9.472587,-0.044516772,0.0009162972,-0.028328855,99.95625,0.20625001,25.95,46.950733,0.3361091,49.741684,0.07779757,0.11020921,0.74459773,0.65373975,0.09160369,0.0995502,0.65466297,0.74371696,-1.0,0
1763545245180,1009.8095,-0.25124636,2.664408,9.482756,-0.04925097,0.0030543238,-0.029245151,101.025,1.06875,25.1625,46.950733,0.3361091,49.741684,0.07756853,0.10996368,0.744486,0.65393555,0.09104545,0.09909399,0.65436083,0.74411225,-1.0,0
1763545245205,1009.799,-0.28055847,2.6793633,9.575478,-0.025427246,0.0059559317,-0.010919208,101.45625,-0.28125,27.35625,46.950733,0.3361091,49.741684,0.07741703,0.109807186,0.74441344,0.6540624,0.090880364,0.09895338,0.654233,0.7442635,-1.0,0
1763545245230,1009.799,-0.3397808,2.6656044,9.597013,0.003130682,0.029168794,0.0049632764,101.64375,0.50625,25.143751,46.950733,0.3361091,49.741684,0.07728722,0.10986186,0.7444122,0.65406996,0.09076409,0.0990193,0.65418994,0.7443068,-1.0,0
1763545245255,1009.79877,-0.36789647,2.6267211,9.653245,0.029550584,0.028557928,0.008933897,99.65626,0.91875005,25.781252,46.950733,0.3361091,49.741684,0.07721256,0.11067165,0.74446416,0.6538831,0.0906685,0.09947104,0.65423584,0.7442178,-1.0,0
1763545245280,1009.79877,-0.32123643,2.6368906,9.594023,0.008170316,-0.025045456,-0.0240528,99.39375,1.7625,26.081251,46.950733,0.3361091,49.741684,0.077340804,0.11074267,0.7443473,0.65398896,0.09092255,0.09989311,0.6541946,0.7441666,-1.0,0
