timestamp,TJ-00CB-00000483-0000,TJ-00CB-0000048A-0000,TJ-00CB-00000480-0000,TJ-00CB-00000481-0000,TJ-00CB-0000047B-0000,TJ-00CB-00000482-0000,TJ-00CB-0000047D-0000,TJ-00CB-00000486-0000,TJ-00CB-0000047F-0000,TJ-00CB-00000488-0000,TJ-00CB-00000477-0000
1763545048004,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048029,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048054,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048080,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048105,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048131,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048157,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048182,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048208,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048233,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048258,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048283,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048309,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048334,-59,-51,-64,-100,-71,-74,-84,-85,-81,-100,-78
1763545048361,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048387,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048412,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048437,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048462,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048487,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048513,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048537,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048563,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048587,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048612,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048637,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048662,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048687,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048712,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048737,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048762,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048787,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048813,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048838,-58,-49,-63,-100,-71,-74,-84,-85,-81,-100,-76
1763545048863,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545048888,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545048914,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545048939,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545048964,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545048990,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049015,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049040,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049066,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049091,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049116,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049141,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049166,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049191,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049216,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049242,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049267,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049292,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049317,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049343,-57,-50,-64,-100,-73,-74,-100,-83,-100,-100,-75
1763545049368,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049393,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049418,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049443,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049468,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049493,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049519,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049544,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049569,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049594,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049620,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049645,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049670,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049695,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049720,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049745,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049771,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049795,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049820,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049845,-56,-52,-65,-100,-76,-73,-86,-83,-100,-100,-74
1763545049870,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545049896,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545049921,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545049946,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545049971,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545049997,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050022,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050047,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050073,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050098,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050123,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050148,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050173,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050198,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050224,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050248,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050274,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050299,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050324,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050349,-54,-58,-65,-100,-74,-77,-82,-100,-100,-100,-74
1763545050375,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050401,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050426,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050451,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050477,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050503,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050527,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050553,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050578,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050603,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050628,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050653,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050679,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050704,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050729,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050754,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050780,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050805,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050830,-54,-58,-65,-100,-71,-78,-82,-83,-81,-100,-74
1763545050858,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545050882,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545050907,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545050932,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545050959,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545050984,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051010,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051035,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051062,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051087,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051112,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051138,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051163,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051188,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051213,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051239,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051264,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051289,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051314,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051340,-53,-59,-66,-100,-69,-77,-79,-83,-81,-100,-74
1763545051365,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051391,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051416,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051442,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051467,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051492,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051517,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051543,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051567,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051592,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051618,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051643,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051668,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051694,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051719,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051744,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051769,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051794,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051819,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051844,-57,-62,-65,-100,-68,-77,-100,-81,-81,-100,-73
1763545051869,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545051894,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545051919,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545051944,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545051970,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545051995,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052020,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052045,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052070,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052095,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052120,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052145,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052171,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052196,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052221,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052247,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052273,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052298,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052323,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052349,-56,-65,-65,-100,-70,-77,-100,-81,-82,-100,-73
1763545052377,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052402,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052428,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052454,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052480,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052506,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052531,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052556,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052581,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052606,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052632,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052657,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052682,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052708,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052732,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052757,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052783,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052808,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052833,-55,-66,-66,-100,-69,-77,-84,-100,-83,-100,-73
1763545052859,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545052884,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545052909,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545052935,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545052961,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545052987,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053011,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053036,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053061,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053086,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053111,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053137,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053162,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053188,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053212,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053237,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053262,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053287,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053312,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053337,-57,-65,-67,-100,-67,-80,-84,-77,-83,-100,-72
1763545053362,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053387,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053412,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053437,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053462,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053487,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053512,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053537,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053562,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053587,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053612,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053637,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053662,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053690,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053715,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053740,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053765,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053790,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053815,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053840,-57,-66,-68,-100,-66,-77,-82,-81,-100,-100,-71
1763545053865,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545053890,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545053915,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545053941,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545053966,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545053992,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054017,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054042,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054067,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054092,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054118,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054143,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054168,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054193,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054218,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054244,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054269,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054294,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054319,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054345,-55,-68,-67,-100,-63,-77,-82,-82,-79,-100,-72
1763545054370,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054395,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054420,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054445,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054471,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054497,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054522,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054547,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054572,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054598,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054623,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054648,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054673,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054698,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054724,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054749,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054774,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054799,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054825,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054850,-54,-68,-67,-100,-64,-100,-78,-79,-77,-100,-72
1763545054875,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545054900,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545054925,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545054950,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545054975,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055000,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055025,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055050,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055075,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055101,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055126,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055151,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055177,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055202,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055227,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055252,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055278,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055303,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055328,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055354,-56,-67,-68,-100,-66,-100,-78,-79,-77,-100,-69
1763545055379,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055404,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055429,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055454,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055479,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055505,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055531,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055556,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055581,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055606,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055632,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055657,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055682,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055708,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055734,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055759,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055785,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055810,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055835,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055860,-58,-68,-68,-100,-67,-100,-100,-77,-78,-100,-70
1763545055885,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545055911,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545055936,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545055961,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545055986,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056011,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056036,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056061,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056086,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056111,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056136,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056161,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056186,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056211,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056236,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056261,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056286,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056311,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056336,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056361,-58,-69,-68,-100,-67,-100,-100,-78,-79,-100,-70
1763545056386,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056411,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056436,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056461,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056487,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056512,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056537,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056562,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056589,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056613,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056638,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056663,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056688,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056713,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056739,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056764,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056790,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056814,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056839,-57,-70,-67,-100,-66,-100,-82,-77,-100,-100,-70
1763545056864,-55,-70,-69,-100,-67,-100,-82,-76,-100,-100,-69
1763545056890,-55,-70,-69,-100,-67,-100,-82,-76,-100,-100,-69
1763545056915,-55,-70,-69,-100,-67,-100,-82,-76,-100,-100,-69
