timestamp,TJ-00CB-00000486-0000,TJ-00CB-00000483-0000,TJ-00CB-00000482-0000,TJ-00CB-00000477-0000,TJ-00CB-00000488-0000,TJ-00CB-0000047D-0000,TJ-00CB-0000047B-0000,TJ-00CB-00000481-0000,TJ-00CB-00000480-0000,TJ-00CB-0000047F-0000,TJ-00CB-0000048A-0000
1763545337001,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337026,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337051,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337076,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337101,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337127,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337152,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337177,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337202,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337227,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337253,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337278,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337303,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337329,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337354,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337379,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337404,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337430,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337456,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337482,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1763545337507,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337533,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337558,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337584,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337609,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337634,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337659,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337684,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337709,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337734,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337759,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337784,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337810,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337834,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337860,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337885,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337910,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337935,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337961,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545337985,-100,-100,-58,-100,-100,-100,-100,-100,-81,-100,-88
1763545338010,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338035,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338060,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338086,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338111,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338137,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338162,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338187,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338213,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338238,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338263,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338288,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338313,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338338,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338363,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338388,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338414,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338439,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338464,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338489,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
1763545338514,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338539,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338564,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338589,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338614,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338639,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338664,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338689,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338714,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338740,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338765,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338790,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338815,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338841,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338867,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338893,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338918,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338943,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338968,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545338993,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
1763545339018,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339043,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339068,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339093,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339118,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339143,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339169,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339193,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339218,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339244,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339269,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339296,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339321,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339346,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339371,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339396,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339422,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339447,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339472,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339497,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1763545339522,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339547,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339573,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339597,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339622,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339647,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339672,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339697,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339723,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339748,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339773,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339798,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339823,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339849,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339874,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339900,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339925,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339950,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545339975,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545340001,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
1763545340026,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340052,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340077,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340102,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340127,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340152,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340177,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340202,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340227,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340252,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340277,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340303,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340328,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340353,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340378,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340403,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340428,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340454,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340479,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340505,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340530,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340555,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340580,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340606,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340631,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340656,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340682,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340707,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340732,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340757,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340782,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340807,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340832,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340857,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340883,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340908,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340933,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340959,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545340984,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
1763545341009,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341034,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341059,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341084,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341109,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341135,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341160,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341185,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341210,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341235,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341260,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341285,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341310,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341335,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341360,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341385,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341410,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341435,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341460,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341485,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
1763545341510,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341535,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341561,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341587,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341612,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341637,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341662,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341687,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341712,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341737,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341762,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341787,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341812,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341837,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341862,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341888,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341913,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341938,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341963,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545341988,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
1763545342013,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342038,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342063,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342088,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342113,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342138,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342163,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342188,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342213,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342238,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342263,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342288,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342313,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342338,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342364,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342389,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342414,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342440,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342465,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342490,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
1763545342515,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342541,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342567,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342592,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342617,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342642,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342668,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342694,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342719,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342745,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342770,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342796,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342822,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342847,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342873,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342898,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342923,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342948,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545342974,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545343000,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
1763545343025,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343050,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343075,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343100,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343125,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343150,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343175,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343201,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343227,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343252,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343277,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343302,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343327,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343352,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343378,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343403,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343428,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343454,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343480,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
1763545343504,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343532,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343557,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343582,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343607,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343632,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343657,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343682,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343708,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343734,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343760,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343786,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343811,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343836,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343861,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343886,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343912,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343937,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343966,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545343991,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
1763545344017,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344042,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344067,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344092,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344117,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344142,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344167,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344192,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344218,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344243,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344269,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344294,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344320,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344345,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344371,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344397,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344423,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344448,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344474,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344499,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
1763545344525,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344550,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344575,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344600,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344625,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344651,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344677,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344702,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344727,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344752,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344777,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344802,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344827,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344852,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344878,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344903,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344928,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344953,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545344978,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545345004,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
1763545345029,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345054,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345080,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345105,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345130,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345155,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345180,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345206,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345232,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345257,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345282,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345307,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345332,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345357,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345382,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345408,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345433,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345458,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345483,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
1763545345508,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345533,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345558,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345583,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345609,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345634,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345659,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345685,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345711,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345736,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345761,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345786,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345814,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345839,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345867,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345891,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
1763545345917,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
