x,y,heading,step_length,RSSI_0,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6,RSSI_7,RSSI_8,RSSI_9,RSSI_10,RSSI_11
0.5995257156352363,-0.023851966209471307,-2.2782953374918375,0.6,1763544940648,-100,-58,-100,-100,-81,-78,-100,-77,-63,-100,-100
1.1979716342243605,-0.02155617557955437,0.21980009283954288,0.5984503221910712,1763544941254,-100,-56,-100,-100,-83,-83,-100,-79,-65,-85,-100
1.7347177223895853,-0.02727483699942505,-0.610424135416491,0.5367765515082664,1763544941756,-100,-56,-100,-100,-83,-81,-100,-79,-66,-85,-100
2.2934804406541214,0.007314464088917071,3.542282338570129,0.559832291916207,1763544942185,-100,-56,-100,-100,-83,-81,-100,-79,-66,-85,-100
2.8743239240870198,0.0025142075724845503,-0.47349791398266433,0.5808633184399641,1763544942687,-100,-55,-100,-100,-82,-79,-100,-77,-65,-88,-100
3.411330104806943,0.023939053570839145,2.2847084363879264,0.5374334025323063,1763544943216,-100,-53,-100,-100,-81,-79,-100,-77,-64,-88,-100
3.957952794552913,0.03495159104064832,1.1541536506122596,0.5467336105697572,1763544943623,-100,-52,-100,-100,-81,-78,-100,-77,-64,-100,-100
4.558234211290932,0.05031712482736716,1.4662923201863924,0.6004780419878432,1763544944154,-100,-51,-100,-100,-81,-77,-100,-78,-64,-100,-100
5.173142272633299,0.05031710997773933,-1.383655631402818e-06,0.6149080613423672,1763544944636,-100,-48,-100,-100,-90,-77,-100,-75,-62,-100,-100
5.7741394615706225,0.07257666290035977,2.1211342665731148,0.6014092689732005,1763544945113,-100,-45,-100,-100,-85,-76,-100,-75,-60,-100,-100
6.400022159051002,0.07111129855240438,-0.13414500754813877,0.6258844128894632,1763544945568,-100,-48,-100,-100,-81,-75,-100,-74,-60,-100,-100
7.00914215745859,0.081520452436706,0.9790230862423026,0.6092089320952601,1763544946047,-100,-51,-100,-100,-100,-76,-100,-74,-60,-100,-100
7.692863071031426,0.0685692317933071,-1.0851818852859576,0.6838435652786594,1763544946530,-100,-54,-100,-100,-100,-77,-100,-74,-58,-100,-100
8.358274571460228,0.07507981898784571,0.5605813322464039,0.6654433504427912,1763544947012,-100,-56,-100,-100,-80,-77,-100,-74,-58,-100,-100
8.984609389073732,0.032917466552333026,-3.8511124771502487,0.6277523139884368,1763544947494,-100,-58,-100,-100,-81,-81,-100,-79,-57,-100,-100
9.62925553072955,0.014607191005934713,-1.6269693606454378,0.6449061281630974,1763544947923,-100,-59,-100,-100,-85,-100,-100,-79,-53,-100,-100
10.300651894433983,-0.03143664806355495,-3.9231572285402483,0.6729733369991654,1763544948402,-100,-61,-100,-100,-100,-77,-100,-79,-52,-100,-100
10.93294158542278,-0.045768781024549635,-1.2985031188334943,0.632452103614115,1763544948856,-100,-61,-100,-100,-100,-76,-100,-72,-51,-100,-100
11.621194515100862,-0.09619527822214005,-4.190424819957057,0.6900977661390315,1763544949359,-100,-61,-100,-100,-100,-75,-100,-75,-49,-100,-100
