x,y,heading,step_length,RSSI_0,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6,RSSI_7,RSSI_8,RSSI_9,RSSI_10,RSSI_11
0.5991939611426361,0.03109014200992057,2.970220051196508,0.6,1763545247570,-79,-77,-100,-100,-100,-79,-100,-62,-100,-100,-64
1.099191344981534,0.02947268899427651,-0.1853467859790385,0.5,1763545248048,-81,-76,-100,-100,-100,-79,-100,-61,-100,-100,-67
1.6510938347490938,0.08140498432968354,5.375525286407843,0.5543404382781716,1763545248676,-80,-79,-100,-100,-100,-81,-100,-60,-100,-100,-67
2.236534293060867,0.1105520545601143,2.8502067458210094,0.5861655755256504,1763545249205,-81,-78,-100,-100,-100,-81,-100,-60,-100,-100,-64
2.867514626697983,0.16925672989152776,5.315340623660113,0.6337053103316816,1763545249832,-82,-75,-100,-100,-100,-80,-100,-57,-100,-100,-63
3.457858344660483,0.1608957600757209,-0.8114192495462952,0.5904029227180778,1763545250335,-80,-73,-100,-100,-100,-78,-100,-57,-100,-100,-63
4.03995908918673,0.2062485409040303,4.455043337882041,0.5838648401016033,1763545250892,-76,-73,-100,-100,-100,-78,-85,-56,-100,-100,-63
4.602669916302039,0.22356232774731405,1.762351101542147,0.5629771240180642,1763545251375,-77,-74,-100,-100,-100,-79,-85,-54,-100,-100,-61
5.235149112450598,0.3172268482187414,8.423768854527815,0.6393770217609239,1763545251904,-80,-76,-100,-100,-100,-82,-86,-51,-100,-100,-62
5.87198674553659,0.3096110332065562,-0.685156208491357,0.6368831694689921,1763545252465,-79,-73,-100,-100,-100,-83,-100,-46,-100,-100,-62
6.496046972286577,0.40143286738384903,8.370224121579374,0.6307792132298968,1763545252994,-81,-73,-100,-100,-100,-84,-100,-44,-100,-100,-61
7.129760322192727,0.44537187536427714,3.9662996324077,0.6352347961750661,1763545253523,-81,-74,-100,-100,-100,-86,-100,-45,-100,-100,-60
7.7911739987615585,0.5567965004662065,9.562508792767996,0.6707335526357724,1763545254051,-82,-79,-100,-100,-100,-83,-100,-50,-100,-100,-62
8.433106505100739,0.5880519732803231,2.787510409646665,0.6426929650118592,1763545254584,-82,-81,-100,-100,-100,-83,-100,-55,-100,-100,-65
9.086698244019876,0.6432355289509952,4.826107116747472,0.6559172097146108,1763545255139,-83,-83,-100,-100,-100,-85,-100,-57,-100,-100,-64
9.727962704063032,0.682418929476443,3.496616161081935,0.6424604630568154,1763545255620,-83,-82,-100,-100,-100,-85,-100,-59,-100,-100,-60
