timestamp,x,y,TJ-00CB-0000047B-0000,TJ-00CB-00000481-0000,TJ-00CB-00000480-0000,TJ-00CB-00000486-0000,TJ-00CB-00000477-0000,TJ-00CB-0000047D-0000,TJ-00CB-0000048A-0000,TJ-00CB-0000047F-0000,TJ-00CB-00000488-0000,TJ-00CB-00000483-0000,TJ-00CB-00000482-0000
0.0,0.0,0.0,-86,-81,-77,-100,-100,-52,-100,-100,-100,-100,-100
0.4,0.5848922877936326,-0.05300068523616856,-85,-80,-77,-100,-100,-54,-100,-100,-100,-100,-100
0.8,1.1571316333593227,-0.17106771506077922,-85,-81,-77,-100,-93,-54,-100,-100,-100,-100,-100
1.2000000000000002,1.7137227440838367,-0.36722386674859053,-85,-81,-77,-100,-93,-54,-100,-100,-100,-100,-100
1.6,2.238526935216468,-0.6458326247590074,-83,-81,-78,-100,-93,-54,-100,-100,-100,-100,-100
2.0,2.715384935422749,-1.0044939328960618,-83,-79,-79,-100,-100,-57,-100,-100,-100,-100,-100
2.4000000000000004,3.138932078282328,-1.4412102674262288,-83,-78,-79,-100,-100,-59,-100,-100,-100,-100,-100
2.8000000000000003,3.4958797898200844,-1.94448574972344,-84,-75,-74,-100,-100,-59,-100,-100,-100,-100,-100
3.2,3.777343024281382,-2.503429045170339,-84,-75,-74,-100,-100,-59,-100,-100,-100,-100,-100
3.6,3.980369976096214,-3.105897525211243,-84,-77,-74,-100,-100,-58,-100,-100,-100,-100,-100
4.0,4.118199898509134,-3.7411599617804736,-81,-79,-75,-100,-86,-58,-100,-100,-100,-100,-100
4.4,4.205532238868805,-4.394940123507393,-81,-78,-75,-100,-86,-59,-100,-100,-100,-100,-100
4.800000000000001,4.29684454326706,-4.99075842581272,-81,-77,-72,-100,-100,-56,-100,-100,-100,-100,-100
5.2,4.420038623404214,-5.53065697664147,-81,-77,-72,-100,-100,-56,-100,-100,-100,-100,-100
5.6000000000000005,4.60173293848385,-6.054671554772119,-81,-75,-73,-100,-89,-53,-100,-100,-100,-100,-100
6.0,4.852073707641284,-6.550743137719592,-82,-75,-72,-100,-89,-53,-100,-100,-100,-100,-100
6.4,5.185354482808048,-7.01303134154894,-81,-73,-72,-100,-100,-53,-100,-100,-100,-100,-100
6.800000000000001,5.59253921215636,-7.4176464816115155,-80,-73,-72,-100,-100,-56,-100,-100,-100,-100,-85
7.2,6.071035491727386,-7.758441370340297,-80,-73,-72,-100,-100,-56,-100,-100,-100,-100,-85
7.6000000000000005,6.5956813841580475,-8.021254270114786,-77,-70,-72,-100,-100,-58,-100,-100,-100,-100,-85
8.0,7.157859258689538,-8.208625844726985,-76,-67,-66,-100,-83,-58,-100,-100,-100,-100,-86
8.4,7.743220332884379,-8.32313761037409,-78,-69,-65,-100,-84,-61,-100,-100,-100,-100,-86
8.8,8.34828009032202,-8.379921001277864,-79,-71,-68,-100,-86,-64,-100,-100,-100,-100,-89
9.200000000000001,8.970929239183244,-8.397536489419327,-79,-71,-68,-100,-86,-64,-100,-100,-100,-100,-89
9.600000000000001,9.60922943493746,-8.397172310411849,-78,-71,-69,-100,-86,-66,-100,-100,-100,-100,-89
10.0,10.254057729156703,-8.398913167765,-74,-70,-65,-100,-82,-69,-95,-100,-100,-100,-100
