timestamp,x,y,TJ-00CB-0000047B-0000,TJ-00CB-00000481-0000,TJ-00CB-00000480-0000,TJ-00CB-00000486-0000,TJ-00CB-00000477-0000,TJ-00CB-0000047D-0000,TJ-00CB-0000048A-0000,TJ-00CB-0000047F-0000,TJ-00CB-00000488-0000,TJ-00CB-00000483-0000,TJ-00CB-00000482-0000
0.0,0.0,0.0,-100,-100,-57,-100,-100,-100,-100,-100,-81,-100,-87
0.4,0.5879197311922604,-0.015638063745975008,-100,-84,-55,-100,-100,-100,-100,-100,-80,-100,-83
0.8,1.1728728624127014,-0.05860376571856746,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1.2000000000000002,1.7504211337425497,-0.15116194849488304,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-81
1.6,2.314466743128845,-0.30769736008075343,-100,-82,-58,-100,-100,-100,-100,-100,-79,-100,-81
2.0,2.850113426364228,-0.5347144247980441,-100,-82,-56,-100,-100,-100,-100,-100,-80,-100,-81
2.4000000000000004,3.352626350387402,-0.8384957848808544,-100,-83,-56,-100,-100,-100,-100,-100,-80,-100,-81
2.8000000000000003,3.8032481203017627,-1.2151045334934687,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
3.2,4.1990742554504275,-1.658420533882741,-100,-83,-57,-100,-100,-100,-100,-100,-80,-100,-78
3.6,4.530392511988433,-2.1505204129399527,-100,-83,-56,-100,-100,-100,-100,-100,-76,-100,-75
4.0,4.818991585472772,-2.6809669722665768,-100,-100,-54,-100,-100,-100,-100,-100,-75,-100,-76
4.4,5.057385128048667,-3.23891881763757,-100,-82,-54,-100,-100,-100,-100,-100,-76,-100,-77
4.800000000000001,5.25113905466577,-3.809769021860567,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
5.2,5.4044961007601104,-4.391849785662962,-100,-82,-56,-100,-100,-100,-100,-100,-77,-100,-76
5.6000000000000005,5.552091308700817,-4.9585937104307565,-100,-100,-55,-100,-100,-100,-100,-100,-75,-100,-75
6.0,5.7303995434119175,-5.489901607105919,-100,-100,-55,-100,-100,-100,-100,-100,-72,-100,-75
6.4,5.96134096204044,-6.000880222551276,-100,-100,-54,-100,-100,-100,-100,-100,-73,-100,-76
6.800000000000001,6.252509013863596,-6.47002917483398,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
7.2,6.608413400973612,-6.896052449718359,-100,-100,-48,-100,-100,-100,-100,-100,-72,-100,-75
7.6000000000000005,7.022715575656749,-7.264723764937085,-100,-78,-48,-85,-100,-100,-89,-100,-75,-100,-75
8.0,7.501921936577599,-7.578193423675484,-100,-78,-53,-85,-100,-100,-88,-100,-70,-100,-76
8.4,8.013761704708713,-7.818923488613691,-100,-78,-56,-85,-100,-100,-87,-100,-67,-100,-76
8.8,8.555464447037766,-7.995300441367925,-100,-78,-59,-100,-100,-100,-87,-100,-68,-100,-72
9.200000000000001,9.109137342254106,-8.10774438661931,-100,-78,-59,-100,-100,-100,-87,-100,-68,-100,-72
9.600000000000001,9.700985405076167,-8.179817501991764,-100,-74,-61,-100,-100,-100,-79,-100,-68,-100,-69
10.0,10.287603293945676,-8.215131434169558,-100,-72,-61,-82,-100,-100,-79,-100,-65,-100,-70
10.4,10.876175243005758,-8.224708960588332,-100,-71,-62,-81,-100,-100,-82,-100,-63,-100,-71
10.8,11.461266067223937,-8.217802450607785,-100,-72,-67,-80,-100,-100,-80,-100,-61,-100,-70
11.200000000000001,12.04624437820931,-8.212068145479908,-100,-72,-67,-80,-100,-100,-80,-100,-61,-100,-70
11.600000000000001,12.630621540829852,-8.21197776919609,-100,-69,-69,-79,-100,-100,-77,-100,-59,-100,-69
12.0,13.215597198061113,-8.215223236196616,-100,-61,-66,-79,-100,-100,-76,-100,-57,-100,-69
12.4,13.802571289113192,-8.226628665140671,-100,-62,-67,-81,-100,-100,-77,-100,-55,-90,-69
12.8,14.391456483464834,-8.246733015758304,-100,-63,-68,-80,-100,-100,-76,-100,-53,-90,-68
13.200000000000001,14.982063119887833,-8.281429438795984,-100,-63,-68,-80,-100,-100,-76,-100,-53,-90,-68
13.600000000000001,15.567203611871319,-8.316113145205792,-100,-62,-68,-79,-100,-100,-76,-100,-52,-100,-68
14.0,16.150700434730506,-8.352320264438463,-100,-63,-67,-78,-100,-100,-76,-100,-51,-100,-66
14.4,16.742257530633868,-8.391850868604072,-87,-59,-67,-78,-100,-100,-82,-100,-50,-100,-66
14.8,17.32826193754026,-8.435340632007831,-87,-56,-68,-81,-100,-100,-79,-100,-49,-100,-68
15.200000000000001,17.907354367855046,-8.475697609858056,-87,-56,-68,-81,-100,-100,-79,-100,-49,-100,-68
15.600000000000001,18.4814607267743,-8.505380855536549,-87,-60,-68,-83,-100,-100,-76,-100,-51,-100,-65
16.0,19.054165031197495,-8.517197909283361,-100,-63,-66,-77,-100,-100,-77,-100,-54,-100,-65
16.400000000000002,19.627505219819138,-8.50236434517397,-100,-65,-66,-77,-100,-100,-78,-100,-55,-100,-65
16.8,20.201466070019013,-8.456143003678637,-100,-65,-71,-78,-100,-100,-74,-100,-61,-100,-65
17.2,20.754620270439343,-8.369143201745329,-100,-65,-71,-78,-100,-100,-74,-100,-61,-100,-65
17.6,21.303280823762282,-8.24004889285905,-100,-60,-74,-78,-100,-100,-74,-100,-57,-100,-62
18.0,21.84666936377154,-8.0648971819607,-88,-56,-74,-76,-100,-100,-73,-100,-55,-100,-61
18.400000000000002,22.389400547469045,-7.851019078408036,-85,-57,-73,-78,-100,-100,-73,-100,-61,-100,-60
18.8,22.920795099577877,-7.603567306387876,-85,-59,-73,-77,-100,-100,-72,-100,-64,-100,-56
19.200000000000003,23.453411477687137,-7.330477189662464,-85,-59,-73,-77,-100,-100,-72,-100,-64,-100,-56
19.6,23.96831332866755,-7.039621049602201,-100,-60,-72,-76,-100,-100,-70,-100,-64,-100,-54
20.0,24.485131585681938,-6.735069474780567,-100,-59,-70,-75,-100,-100,-69,-100,-64,-100,-52
20.400000000000002,24.98739578294996,-6.422397949952608,-100,-59,-73,-75,-100,-100,-70,-100,-66,-100,-52
20.8,25.487670643092816,-6.095994301095589,-86,-59,-77,-75,-100,-100,-72,-100,-67,-100,-58
21.200000000000003,25.97058834715267,-5.770530717516205,-86,-59,-77,-75,-100,-100,-72,-100,-67,-100,-58
21.6,26.45827213664958,-5.4378612793357615,-88,-59,-78,-76,-100,-100,-71,-100,-68,-80,-62
22.0,26.93856171110556,-5.1020302133771835,-89,-60,-77,-78,-100,-100,-71,-100,-70,-81,-63
22.400000000000002,27.424610182632343,-4.763947684717589,-89,-61,-80,-80,-100,-100,-72,-100,-71,-82,-63
22.8,27.90425771263887,-4.4274884087120565,-92,-64,-81,-80,-100,-100,-73,-100,-74,-86,-66
23.200000000000003,28.386262173478773,-4.08905234065036,-92,-64,-81,-80,-100,-100,-73,-100,-74,-86,-66
23.6,28.86985473517277,-3.750532845882502,-92,-64,-83,-78,-100,-100,-76,-100,-74,-100,-68
24.0,29.352684078871196,-3.4188494840611257,-92,-64,-84,-77,-100,-100,-74,-100,-74,-100,-68
24.400000000000002,29.830781341805995,-3.0847837150055124,-100,-65,-84,-77,-100,-100,-73,-100,-74,-100,-69
24.8,30.31299967821974,-2.7477021200661556,-100,-65,-85,-75,-100,-100,-70,-100,-74,-86,-71
25.200000000000003,30.79538544956607,-2.408844910653633,-100,-65,-85,-75,-100,-100,-70,-100,-74,-86,-71
25.6,31.279752437280436,-2.071347673318903,-100,-64,-83,-72,-100,-86,-70,-100,-75,-85,-73
26.0,31.764091926073547,-1.734059772640584,-82,-63,-82,-72,-100,-86,-70,-100,-75,-85,-75
26.400000000000002,32.24680943012597,-1.396057362771057,-82,-63,-83,-75,-100,-100,-71,-100,-74,-85,-75
26.8,32.731980493817034,-1.0587103765801928,-83,-64,-84,-75,-100,-100,-72,-100,-74,-83,-74
27.200000000000003,33.221505541477384,-0.7290808640599851,-83,-64,-84,-75,-100,-100,-72,-100,-74,-83,-74
27.6,33.70823524451015,-0.4018048728532658,-83,-64,-86,-74,-100,-81,-72,-100,-77,-81,-74
28.0,34.200535487609045,-0.07443158789227389,-83,-65,-86,-73,-90,-83,-74,-100,-77,-100,-75
28.400000000000002,34.683173248792656,0.2527043302390487,-79,-66,-87,-73,-90,-84,-74,-100,-76,-100,-76
28.8,35.17520290037017,0.5808408489536396,-79,-67,-87,-75,-100,-83,-73,-100,-77,-83,-77
29.200000000000003,35.66094342810925,0.9108741590373832,-79,-67,-87,-75,-100,-83,-73,-100,-77,-83,-77
29.6,36.15161031804487,1.2465501716721246,-79,-67,-100,-73,-100,-81,-73,-100,-79,-83,-77
30.0,36.62566183247145,1.5843237309635465,-80,-65,-100,-68,-100,-80,-71,-100,-79,-82,-78
30.400000000000002,37.10206319719122,1.9342028749019022,-80,-64,-79,-66,-84,-80,-67,-100,-74,-77,-79
30.8,37.549841932835804,2.292859523946497,-73,-62,-80,-62,-82,-76,-65,-100,-75,-74,-78
