Time,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Orient_X,Orient_Y,Orient_Z,Pressure,Lat,Lng,Alt,Speed
2026-03-20 18:06:03.079,2.1918256,6.8195443,5.1828537,0.17379104,0.6667589,0.37171122,-35.8875,-16.181252,-29.400002,0.3664476,-0.05682289,0.12728791,1001.27747,37.88751788,127.73726068,167.7742919921875,0.0
2026-03-20 18:06:03.099,1.5266209,6.7238317,5.3742795,-0.7999274,0.88789195,0.43524116,-36.075,-15.76875,-29.75625,0.35966894,-0.047522526,0.13807651,1001.27747, , , , 
2026-03-20 18:06:03.119,1.4596218,6.101698,7.288538,-0.96730435,0.901331,0.46822786,-36.0,-15.4875,-30.187502,0.35016912,-0.04205658,0.1450355,1001.27454, , , , 
2026-03-20 18:06:03.139,1.4979069,5.4987063,8.848659,-0.7999274,0.69241524,0.4071414,-35.8125,-15.20625,-30.581251,0.33783513,-0.036181014,0.15323745,1001.27454, , , , 
2026-03-20 18:06:03.159,1.9094725,5.5369916,8.169097,-0.61422455,0.51159924,0.33628106,-35.5125,-14.587501,-31.181252,0.3320557,-0.033700243,0.15720351,1001.27454, , , , 
2026-03-20 18:06:03.179,2.4311078,5.508278,6.987042,-0.6692024,0.4346303,0.2593121,-35.1375,-13.837501,-31.987501,0.3254338,-0.031374324,0.16150677,1001.27454, , , , 
2026-03-20 18:06:03.199,2.804388,5.2307105,6.876972,-0.83780104,0.59467685,0.08949169,-34.65,-13.012501,-32.643753,0.31779397,-0.028884957,0.16476493,1001.2713, , , , 
2026-03-20 18:06:03.219,3.0867412,5.1349974,7.9011,-0.883005,0.87200946,-0.15729769,-34.0875,-12.0,-33.225002,0.3085053,-0.023877019,0.16675028,1001.2713, , , , 
2026-03-20 18:06:03.239,2.7469604,5.4221363,8.71466,-0.7486148,1.1884375,-0.377209,-33.6375,-11.25,-33.75,0.2990263,-0.015468127,0.16726398,1001.2713, , , , 
2026-03-20 18:06:03.259,1.713261,5.881558,8.690732,-0.6423243,1.5256348,-0.422413,-33.375,-10.8,-34.050003,0.29023582,-0.0033068948,0.16725796,1001.2713, , , , 
2026-03-20 18:06:03.279,0.56470615,6.3074803,9.298509,-0.6130028,1.6734641,-0.28435755,-33.018753,-10.387501,-34.575,0.28163478,0.011854328,0.16825959,1001.269, , , , 
2026-03-20 18:06:03.299,0.32542387,5.6757755,9.762716,-0.5555815,1.5121957,-0.124310985,-32.381252,-10.012501,-35.41875,0.27125198,0.030226644,0.17155859,1001.269, , , , 
2026-03-20 18:06:03.319,-0.2440679,6.1160545,10.155139,-0.5006037,1.2568543,-0.04856375,-31.44375,-9.637501,-36.46875,0.26563212,0.039893687,0.17394388,1001.269, , , , 
2026-03-20 18:06:03.339,-1.8281165,6.125626,9.552148,-0.422413,0.6423243,0.18600832,-30.187502,-9.3,-37.74375,0.25952956,0.04868677,0.17693406,1001.269, , , , 
2026-03-20 18:06:03.359,-1.2873386,5.1493545,8.623733,-0.5726857,0.6863066,0.5403099,-29.04375,-9.075001,-38.925003,0.25419945,0.053153165,0.18176249,1001.2701, , , , 
2026-03-20 18:06:03.379,-0.6029913,4.8622155,9.245867,-0.82436204,0.7290671,0.7223476,-28.218752,-9.168751,-40.256252,0.24451041,0.05876093,0.19240248,1001.2701, , , , 
2026-03-20 18:06:03.399,-0.40677986,5.020142,10.097712,-0.95386535,0.19761476,0.50121456,-27.393751,-9.168751,-41.625,0.23772572,0.059883613,0.19831774,1001.2701, , , , 
2026-03-20 18:06:03.419,-0.4019942,4.6564326,9.585648,-1.1273509,-0.59650946,0.1517999,-26.775002,-9.01875,-42.75,0.22843908,0.05656832,0.20241837,1001.2701, , , , 
2026-03-20 18:06:03.439,-1.0097711,3.3882368,8.848659,-1.4120139,-1.4724896,-0.08888082,-26.250002,-8.6625,-43.7625,0.21872732,0.04489418,0.20129196,1001.279, , , , 
2026-03-20 18:06:03.459,-0.7082755,1.2729816,7.6666036,-1.8481714,-1.470046,-0.011911863,-25.81875,-7.8375,-44.287502,0.20299385,0.022501986,0.19694398,1001.279, , , , 
2026-03-20 18:06:03.479,1.0863415,3.9146578,8.944371,-2.0460916,-0.7308997,0.03573559,-25.968752,-6.5625005,-44.0625,0.19053963,0.010945681,0.195741,1001.279, , , , 
2026-03-20 18:06:03.500,0.7896315,4.508078,9.533006,-1.9434663,-0.022296565,-0.32956156,-26.56875,-4.96875,-43.331253,0.16711882,0.0016916351,0.19364604,1001.279, , , , 
2026-03-20 18:06:03.519,-0.5455636,2.1008983,9.853643,-1.6319252,-0.3460549,-0.5225948,-27.35625,-3.1312501,-42.24375,0.15407749,-9.964415E-4,0.19039322,1001.2911, , , , 
2026-03-20 18:06:03.539,-0.06699903,1.3639089,10.403993,-1.0723732,-1.443168,-0.48349947,-28.1625,-1.2,-41.025,0.14123884,-0.010113639,0.18418327,1001.2911, , , , 
2026-03-20 18:06:03.559,0.9667004,2.4263222,10.542776,-0.37110037,-2.0405939,-0.4468476,-28.875002,0.50625,-39.881252,0.1359437,-0.027383592,0.177199,1001.2911, , , , 
2026-03-20 18:06:03.579,1.6319051,2.225325,9.633504,0.34483317,-1.4957024,-0.37476555,-29.531252,1.95,-38.71875,0.13830778,-0.045793332,0.17030966,1001.2911, , , , 
2026-03-20 18:06:03.599,1.0336994,0.9667004,9.647861,1.009454,-0.8090904,-0.28069237,-30.337502,2.79375,-37.425003,0.14625098,-0.05612023,0.1656108,1001.2896, , , , 
2026-03-20 18:06:03.619,-0.11006984,2.928815,11.404193,1.9000949,-0.046731155,-0.10720677,-31.35,3.0937502,-36.15,0.15962762,-0.05817624,0.16368239,1001.2896, , , , 
2026-03-20 18:06:03.639,1.698904,2.9479575,13.442878,3.137707,-0.14813471,-0.024129158,-32.25,3.1125002,-35.025,0.18166167,-0.054767065,0.16422333,1001.2896, , , , 
2026-03-20 18:06:03.659,2.4311078,1.8424734,1.7180467,3.8805184,0.6508764,-0.17684536,-32.8125,2.625,-34.162502,0.2165347,-0.04938008,0.16448143,1001.2896, , , , 
2026-03-20 18:06:03.679,2.900101,5.7140603,2.804388,0.84085536,3.0418012,0.5732966,-33.0,1.7062501,-33.6375,0.23800686,-0.02512843,0.17266163,1001.27216, , , , 
2026-03-20 18:06:03.699,-0.9236295,5.474778,7.733603,0.58062696,2.0595305,0.5696314,-32.8875,0.3375,-33.45,0.23977844,-0.0011035366,0.1841398,1001.27216, , , , 
2026-03-20 18:06:03.719,0.11485548,4.914858,7.216753,0.24953826,1.9654574,0.7651081,-32.49375,-1.25625,-33.73125,0.2408338,0.017929845,0.19489792,1001.27216, , , , 
2026-03-20 18:06:03.739,1.5218352,3.938586,8.456235,-0.011911863,1.4792091,0.69058263,-31.743752,-2.5125,-34.55625,0.23875105,0.033448126,0.20655574,1001.27216, , , , 
2026-03-20 18:06:03.759,0.3589234,3.306881,11.442478,-0.29290965,-0.4071414,-0.060781047,-30.73125,-3.2250001,-35.775,0.23506445,0.04126582,0.2136142,1001.24646, , , , 
2026-03-20 18:06:03.779,-0.49292147,4.302295,11.030912,-0.15851942,-0.8518509,-0.030237807,-29.587502,-3.3750002,-37.0875,0.23416194,0.03570698,0.2113101,1001.24646, , , , 
2026-03-20 18:06:03.799,1.6414764,3.5605202,10.107283,0.28619015,-0.5525272,-0.041233372,-28.593752,-3.16875,-38.0625,0.23546982,0.02799018,0.20936278,1001.24646, , , , 
2026-03-20 18:06:03.819,2.416751,3.9338005,8.427522,0.57940525,0.118202336,-0.30757043,-28.10625,-2.9625,-38.60625,0.24005422,0.026063254,0.20725828,1001.24646, , , , 
2026-03-20 18:06:03.839,0.64606214,4.3501515,8.815159,0.684474,0.87078774,-0.49205157,-28.143751,-2.7562501,-38.7,0.24591185,0.034618147,0.20378247,1001.19507, , , , 
2026-03-20 18:06:03.859,0.0526421,3.4887354,8.427522,0.8176425,1.5500693,-0.6044507,-28.1625,-2.625,-38.475002,0.24913162,0.04534852,0.20230076,1001.19507, , , , 
2026-03-20 18:06:03.880,-2.1296122,5.910272,6.920043,0.92148954,1.5708388,-0.2770272,-27.91875,-2.8875,-38.325,0.25439882,0.064002916,0.20009921,1001.19507, , , , 
2026-03-20 18:06:03.899,0.014356935,4.4458647,7.3028946,0.48777553,0.78893185,-0.060781047,-27.16875,-3.4875002,-38.41875,0.25852355,0.07911438,0.20254923,1001.19507, , , , 
2026-03-20 18:06:03.919,-0.4546363,4.240082,6.6089764,-0.041233372,-0.11148282,-0.065667965,-26.00625,-4.275,-38.756252,0.26056975,0.083222315,0.20240703,1001.18274, , , , 
2026-03-20 18:06:03.939,0.0047856453,5.029713,7.159325,-0.38698283,-0.4816669,-0.092546016,-24.975,-5.175,-39.3375,0.259519,0.08093632,0.20143236,1001.18274, , , , 
2026-03-20 18:06:03.959,1.1246266,5.278567,8.465807,-0.43218684,-0.36926776,-0.2122755,-24.281252,-5.90625,-39.825,0.25635114,0.075716875,0.19945243,1001.18274, , , , 
2026-03-20 18:06:03.979,0.33499518,3.938586,8.475378,-0.09376775,0.2244928,-0.3271181,-23.925001,-6.2812505,-40.068752,0.25304514,0.07438486,0.19624208,1001.18274, , , , 
2026-03-20 18:06:03.999,-0.72263247,4.6037908,9.466006,0.06750056,-0.113926284,-0.3601048,-23.75625,-6.2812505,-40.18125,0.25243106,0.07670903,0.19333583,1001.16974, , , , 
2026-03-20 18:06:04.019,-1.1629118,4.8765726,8.815159,0.16890411,-0.48777553,-0.23915356,-23.71875,-6.01875,-40.143753,0.25342238,0.075299256,0.19033974,1001.16974, , , , 
2026-03-20 18:06:04.041,-0.07178468,4.7952166,7.7383885,0.22143848,-0.46822786,-0.1499673,-23.71875,-5.7375,-40.0875,0.25673106,0.07048931,0.18629979,1001.16974, , , , 
2026-03-20 18:06:04.059,-0.17706887,5.1589255,7.173682,0.09926552,-0.4987711,-0.13164136,-23.7,-5.68125,-40.050003,0.2586625,0.06782165,0.18431783,1001.16974, , , , 
2026-03-20 18:06:04.079,0.11485548,5.302495,6.896115,-0.2403753,-0.70768684,-0.09987639,-23.90625,-5.83125,-39.956253,0.25939092,0.06070224,0.18097691,1001.1604,37.88752776,127.73729178,166.4488525390625,0.0
2026-03-20 18:06:04.099,-1.6462619,3.1633115,8.025527,-0.29657486,-0.43524116,-0.013133593,-24.187502,-6.20625,-39.768753,0.25800672,0.056097236,0.17932343,1001.1604, , , , 
2026-03-20 18:06:04.119,0.038285162,5.9150577,8.877372,-0.04612029,0.062002774,-0.014355322,-24.581251,-6.5062504,-39.46875,0.25665626,0.0522664,0.1787367,1001.1604, , , , 
2026-03-20 18:06:04.139,-0.5072784,5.144569,8.221739,0.11270455,0.066889696,0.1933387,-25.25625,-6.6562505,-39.075,0.25677833,0.05327341,0.17959131,1001.1604, , , , 
2026-03-20 18:06:04.159,1.4213367,4.7377887,8.188239,0.14813471,0.16707152,0.15302163,-25.650002,-6.8250003,-38.8125,0.2582956,0.054200612,0.1823453,1001.14954, , , , 
2026-03-20 18:06:04.179,0.83748794,5.221139,8.001599,0.18845178,0.22327107,-0.035124727,-25.893751,-6.76875,-38.625,0.25926206,0.05566591,0.18306406,1001.14954, , , , 
