Time,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Orient_X,Orient_Y,Orient_Z,Pressure,Lat,Lng,Alt,Speed
2025-08-22 20:00:41.788,1.4859428,5.245067,8.037491,-0.04367683,0.16058108,0.045433067,-14.85,-43.125,-15.843751,0.2265762,0.1678827,0.6915761,994.3027,37.88838985,127.73990715,151.08740234375,0.0
2025-08-22 20:00:41.807,1.2969099,5.211568,9.042477,-0.09560034,0.36766425,0.0063377223,-16.125,-46.612503,-16.44375,0.22564398,0.16835758,0.691998,994.2758, , , , 
2025-08-22 20:00:41.827,0.5168497,5.0081778,9.676575,-0.032681264,0.56986046,0.024663666,-16.087502,-44.34375,-18.112501,0.22173257,0.17085731,0.6932749,994.2758, , , , 
2025-08-22 20:00:41.847,0.4546363,5.436493,8.920443,0.032681264,0.3334558,0.061926417,-14.26875,-44.15625,-19.087502,0.21817297,0.17382523,0.6946299,994.2387, , , , 
2025-08-22 20:00:41.867,0.7322037,5.4676,8.532805,0.06383537,0.055512335,0.024663666,-15.093751,-42.9,-16.143751,0.2166952,0.17601928,0.6955058,994.2387, , , , 
2025-08-22 20:00:41.887,0.42592242,5.2977095,8.23131,0.065667965,-0.073380135,0.019776747,-16.650002,-44.0625,-15.450001,0.21726525,0.17630996,0.6954828,994.21967, , , , 
2025-08-22 20:00:41.907,0.3469593,5.2953167,8.2145605,0.033902995,0.022525638,0.083306685,-17.493752,-43.893753,-15.056251,0.21803266,0.17627688,0.69551843,994.21967, , , , 
2025-08-22 20:00:41.927,0.6053841,5.2833524,8.013563,-0.017409647,0.29924738,0.14256057,-16.931252,-43.350002,-15.6,0.21724825,0.17715375,0.6965586,994.22235, , , , 
2025-08-22 20:00:41.947,0.47856453,5.367101,8.003992,-0.082161315,0.3426188,0.15477787,-17.19375,-44.49375,-14.118751,0.21487466,0.17881374,0.6983192,994.22235, , , , 
2025-08-22 20:00:41.967,0.8446664,5.395815,8.152347,-0.07116575,0.14897464,0.102854356,-15.69375,-43.818752,-16.800001,0.21273942,0.17987818,0.69994235,994.217, , , , 
2025-08-22 20:00:41.987,0.80877405,5.4221363,8.408379,-0.040622506,0.1673006,0.06131555,-18.0375,-44.456253,-15.58125,0.21169934,0.18006305,0.70085275,994.217, , , , 
2025-08-22 20:00:42.007,0.8422736,5.151747,8.216953,-0.011300999,0.31329727,0.015500694,-17.6625,-44.775,-16.3875,0.20966688,0.18157153,0.7018658,994.21356, , , , 
2025-08-22 20:00:42.027,0.52163535,5.3503513,7.9704924,-0.04856375,0.20273075,-0.011988222,-16.7625,-43.93125,-16.368752,0.20764871,0.18318799,0.7025055,994.21356, , , , 
2025-08-22 20:00:42.047,0.45224348,5.089534,7.941778,-0.1188132,0.09705114,-0.021151192,-17.23125,-43.36875,-15.88125,0.2062631,0.18357001,0.70280033,994.205, , , , 
2025-08-22 20:00:42.067,0.6269195,5.2163534,8.269595,-0.1915061,0.19478951,-0.037644543,-15.168751,-44.1375,-16.987501,0.20430566,0.18349072,0.70319057,994.205, , , , 
2025-08-22 20:00:42.087,0.8877372,5.096712,9.241081,-0.09987639,0.20028728,-0.090178914,-17.25,-44.11875,-15.375001,0.20167352,0.18360263,0.7035741,994.2038, , , , 
2025-08-22 20:00:42.107,0.81834537,5.151747,9.190832,0.076052666,0.048792824,-0.14271328,-17.212502,-43.350002,-16.96875,0.20005672,0.18449883,0.7033425,994.2038, , , , 
2025-08-22 20:00:42.127,0.53599226,5.2977095,8.449057,0.17745622,-0.15951207,-0.16531529,-16.6875,-43.66875,-17.00625,0.20066614,0.18535519,0.7021614,994.2067, , , , 
2025-08-22 20:00:42.147,0.2656033,5.3982077,7.891529,0.1065959,-0.16073379,-0.13232858,-15.637501,-42.825,-17.475,0.2027541,0.18553281,0.7004735,994.2067, , , , 
2025-08-22 20:00:42.167,0.1698904,5.2953167,7.9800634,-0.013133593,0.09277509,-0.055970486,-16.6875,-43.66875,-17.00625,0.20368756,0.186232,0.6992451,994.19696, , , , 
2025-08-22 20:00:42.187,0.19860429,5.4484572,8.590233,-0.100487255,0.22594361,-0.039477136,-15.618751,-43.55625,-18.675001,0.20223995,0.18754107,0.69925535,994.19696, , , , 
2025-08-22 20:00:42.207,0.33738798,5.2546387,8.513663,-0.05650499,0.22166756,-0.03092503,-15.431251,-44.662502,-16.78125,0.19996224,0.1886468,0.6996044,994.1816, , , , 
